iter	Passed	Remaining
1244	1362	9578
1245	1363	9577
1246	1364	9576
1247	1365	9574
1248	1366	9572
1249	1367	9571
1250	1368	9569
1251	1369	9569
1252	1370	9567
1253	1371	9566
1254	1372	9565
1255	1373	9564
1256	1374	9562
1257	1375	9561
1258	1377	9560
1259	1378	9559
1260	1379	9558
1261	1380	9556
1262	1381	9555
1263	1382	9553
1264	1383	9552
1265	1384	9550
1266	1385	9549
1267	1386	9548
1268	1387	9547
1269	1388	9545
1270	1389	9544
1271	1390	9543
1272	1391	9542
1273	1393	9541
1274	1394	9539
1275	1395	9538
1276	1396	9536
1277	1397	9535
1278	1398	9534
1279	1399	9532
1280	1400	9531
1281	1401	9529
1282	1402	9528
1283	1403	9527
1284	1404	9525
1285	1405	9524
1286	1406	9523
1287	1407	9521
1288	1408	9520
1289	1409	9519
1290	1410	9518
1291	1412	9516
1292	1413	9515
1293	1414	9514
1294	1415	9512
1295	1416	9511
1296	1417	9509
1297	1418	9508
1298	1419	9507
1299	1420	9505
1300	1421	9504
1301	1422	9502
1302	1423	9501
1303	1424	9500
1304	1425	9499
1305	1426	9498
1306	1427	9497
1307	1428	9495
1308	1430	9494
1309	1431	9493
1310	1432	9492
1311	1433	9490
1312	1434	9489
1313	1435	9488
1314	1436	9486
1315	1437	9485
1316	1438	9484
1317	1439	9483
1318	1440	9482
1319	1441	9481
1320	1442	9479
1321	1443	9478
1322	1445	9477
1323	1446	9476
1324	1447	9474
1325	1448	9473
1326	1449	9472
1327	1450	9471
1328	1451	9470
1329	1452	9468
1330	1453	9467
1331	1454	9466
1332	1455	9465
1333	1456	9464
1334	1457	9463
1335	1459	9462
1336	1460	9460
1337	1461	9459
1338	1462	9457
1339	1463	9457
1340	1464	9455
1341	1465	9453
1342	1466	9452
1343	1467	9450
1344	1468	9449
1345	1469	9447
1346	1470	9446
1347	1471	9444
1348	1472	9443
1349	1473	9442
1350	1474	9441
1351	1475	9439
1352	1476	9438
1353	1477	9436
1354	1478	9435
1355	1479	9434
1356	1481	9433
1357	1482	9432
1358	1483	9431
1359	1484	9429
1360	1485	9428
1361	1486	9427
1362	1487	9426
1363	1488	9424
1364	1489	9423
1365	1490	9421
1366	1491	9420
1367	1492	9419
1368	1493	9418
1369	1495	9417
1370	1495	9415
1371	1497	9414
1372	1498	9412
1373	1499	9410
1374	1500	9409
1375	1501	9408
1376	1502	9407
1377	1503	9405
1378	1504	9404
1379	1505	9403
1380	1506	9402
1381	1507	9401
1382	1508	9399
1383	1509	9397
1384	1510	9396
1385	1511	9395
1386	1512	9393
1387	1513	9392
1388	1514	9391
1389	1515	9389
1390	1516	9388
1391	1518	9387
1392	1519	9385
